10790
0	0
1	2
2	5
3	9
4	12
5	17
6	23
7	27
8	32
9	36
10	40
11	45
12	50
13	54
14	60
15	66
16	71
17	75
18	79
19	82
20	86
21	90
22	94
23	96
24	101
25	105
26	110
27	114
28	118
29	122
30	126
31	130
32	134
33	138
34	143
35	146
36	150
37	151
38	156
39	160
40	165
41	172
42	175
43	179
44	184
45	187
46	190
47	194
48	198
49	203
50	206
51	210
52	215
53	218
54	223
55	228
56	231
57	237
58	241
59	246
60	250
61	254
62	257
63	261
64	266
65	269
66	273
67	277
68	281
69	285
70	290
71	295
72	300
73	304
74	308
75	312
76	316
77	320
78	325
79	330
80	336
81	340
82	343
83	347
84	351
85	354
86	356
87	358
88	362
89	365
90	369
91	373
92	378
93	382
94	388
95	394
96	397
97	400
98	404
99	410
100	415
101	419
102	423
103	426
104	429
105	433
106	437
107	442
108	449
109	453
110	458
111	462
112	466
113	470
114	473
115	476
116	479
117	485
118	490
119	494
120	498
121	503
122	508
123	514
124	519
125	524
126	528
127	532
128	536
129	539
130	543
131	546
132	552
133	554
134	559
135	564
136	568
137	573
138	578
139	582
140	587
141	592
142	596
143	600
144	606
145	611
146	615
147	620
148	624
149	628
150	632
151	636
152	638
153	640
154	645
155	649
156	653
157	657
158	661
159	665
160	668
161	672
162	676
163	680
164	685
165	687
166	693
167	695
168	699
169	705
170	711
171	714
172	719
173	725
174	729
175	732
176	736
177	739
178	744
179	749
180	753
181	761
182	766
183	771
184	775
185	781
186	783
187	786
188	790
189	794
190	799
191	806
192	812
193	814
194	818
195	822
196	826
197	830
198	836
199	842
200	848
201	850
202	856
203	861
204	864
205	869
206	875
207	879
208	881
209	885
210	889
211	892
212	895
213	899
214	903
215	908
216	913
217	917
218	921
219	925
220	930
221	934
222	940
223	942
224	946
225	952
226	957
227	961
228	964
229	968
230	971
231	975
232	979
233	984
234	988
235	991
236	995
237	999
238	1004
239	1008
240	1014
241	1017
242	1021
243	1026
244	1028
245	1031
246	1035
247	1038
248	1041
249	1044
250	1047
251	1050
252	1053
253	1056
254	1061
255	1064
256	1067
257	1070
258	1073
259	1076
260	1082
261	1088
262	1090
263	1093
264	1096
265	1099
266	1102
267	1104
268	1106
269	1109
270	1112
271	1114
272	1117
273	1120
274	1124
275	1127
276	1129
277	1131
278	1133
279	1135
280	1138
281	1141
282	1144
283	1147
284	1150
285	1153
286	1155
287	1158
288	1162
289	1166
290	1168
291	1171
292	1174
293	1177
294	1180
295	1185
296	1189
297	1192
298	1194
299	1196
300	1198
301	1200
302	1204
303	1207
304	1209
305	1212
306	1215
307	1218
308	1223
309	1227
310	1230
311	1233
312	1236
313	1240
314	1245
315	1247
316	1249
317	1252
318	1255
319	1258
320	1261
321	1264
322	1268
323	1271
324	1273
325	1276
326	1279
327	1282
328	1285
329	1287
330	1289
331	1292
332	1295
333	1298
334	1300
335	1303
336	1306
337	1309
338	1312
339	1315
340	1319
341	1323
342	1326
343	1329
344	1332
345	1334
346	1336
347	1343
348	1349
349	1353
350	1356
351	1359
352	1362
353	1364
354	1366
355	1369
356	1372
357	1375
358	1377
359	1380
360	1383
361	1386
362	1389
363	1393
364	1396
365	1399
366	1402
367	1405
368	1408
369	1411
370	1414
371	1417
372	1421
373	1424
374	1427
375	1429
376	1432
377	1434
378	1436
379	1439
380	1442
381	1445
382	1448
383	1452
384	1455
385	1458
386	1461
387	1465
388	1469
389	1473
390	1476
391	1479
392	1481
393	1484
394	1488
395	1492
396	1495
397	1498
398	1501
399	1504
400	1507
401	1510
402	1512
403	1514
404	1518
405	1522
406	1525
407	1529
408	1532
409	1535
410	1538
411	1541
412	1544
413	1548
414	1550
415	1553
416	1555
417	1558
418	1561
419	1565
420	1569
421	1571
422	1573
423	1576
424	1578
425	1584
426	1591
427	1593
428	1595
429	1598
430	1601
431	1603
432	1605
433	1608
434	1611
435	1614
436	1616
437	1618
438	1621
439	1629
440	1635
441	1642
442	1644
443	1646
444	1649
445	1652
446	1655
447	1658
448	1661
449	1665
450	1669
451	1673
452	1675
453	1678
454	1680
455	1682
456	1684
457	1686
458	1688
459	1694
460	1699
461	1702
462	1705
463	1708
464	1711
465	1715
466	1719
467	1722
468	1725
469	1728
470	1731
471	1734
472	1738
473	1742
474	1745
475	1747
476	1749
477	1752
478	1758
479	1763
480	1766
481	1769
482	1772
483	1775
484	1782
485	1788
486	1793
487	1800
488	1803
489	1806
490	1808
491	1813
492	1817
493	1822
494	1824
495	1827
496	1830
497	1833
498	1839
499	1845
500	1849
501	1853
502	1856
503	1859
504	1862
505	1865
506	1869
507	1872
508	1875
509	1881
510	1885
511	1887
512	1890
513	1893
514	1896
515	1899
516	1902
517	1906
518	1909
519	1912
520	1915
521	1918
522	1921
523	1924
524	1927
525	1930
526	1933
527	1936
528	1939
529	1941
530	1944
531	1947
532	1950
533	1953
534	1956
535	1958
536	1960
537	1963
538	1965
539	1967
540	1970
541	1974
542	1977
543	1980
544	1983
545	1985
546	1988
547	1991
548	1994
549	1996
550	1999
551	2003
552	2007
553	2010
554	2014
555	2018
556	2020
557	2023
558	2026
559	2029
560	2032
561	2035
562	2038
563	2041
564	2044
565	2046
566	2048
567	2051
568	2053
569	2056
570	2061
571	2068
572	2071
573	2074
574	2077
575	2080
576	2083
577	2086
578	2089
579	2092
580	2094
581	2096
582	2099
583	2102
584	2105
585	2107
586	2110
587	2113
588	2116
589	2119
590	2122
591	2125
592	2128
593	2131
594	2134
595	2137
596	2140
597	2143
598	2147
599	2150
600	2152
601	2158
602	2164
603	2167
604	2170
605	2173
606	2176
607	2178
608	2180
609	2183
610	2186
611	2189
612	2192
613	2194
614	2197
615	2200
616	2203
617	2206
618	2209
619	2212
620	2215
621	2218
622	2221
623	2224
624	2228
625	2232
626	2235
627	2238
628	2241
629	2244
630	2247
631	2250
632	2253
633	2256
634	2259
635	2262
636	2265
637	2268
638	2270
639	2272
640	2276
641	2282
642	2286
643	2289
644	2292
645	2295
646	2298
647	2302
648	2306
649	2310
650	2313
651	2316
652	2319
653	2322
654	2325
655	2328
656	2331
657	2334
658	2337
659	2340
660	2343
661	2346
662	2349
663	2351
664	2353
665	2357
666	2360
667	2363
668	2366
669	2369
670	2375
671	2381
672	2383
673	2385
674	2388
675	2391
676	2394
677	2397
678	2400
679	2403
680	2406
681	2409
682	2413
683	2416
684	2419
685	2422
686	2425
687	2428
688	2431
689	2434
690	2437
691	2440
692	2443
693	2447
694	2450
695	2453
696	2458
697	2461
698	2465
699	2467
700	2471
701	2476
702	2480
703	2484
704	2488
705	2492
706	2496
707	2500
708	2504
709	2508
710	2512
711	2516
712	2520
713	2523
714	2527
715	2531
716	2535
717	2539
718	2543
719	2547
720	2551
721	2555
722	2559
723	2563
724	2567
725	2571
726	2575
727	2579
728	2582
729	2584
730	2586
731	2589
732	2592
733	2595
734	2598
735	2602
736	2606
737	2613
738	2619
739	2621
740	2624
741	2626
742	2629
743	2631
744	2634
745	2637
746	2640
747	2643
748	2646
749	2649
750	2651
751	2654
752	2657
753	2660
754	2663
755	2669
756	2677
757	2679
758	2683
759	2687
760	2690
761	2696
762	2703
763	2707
764	2710
765	2713
766	2717
767	2720
768	2725
769	2728
770	2732
771	2736
772	2739
773	2742
774	2745
775	2750
776	2753
777	2757
778	2760
779	2763
780	2766
781	2769
782	2773
783	2775
784	2778
785	2784
786	2790
787	2793
788	2796
789	2803
790	2809
791	2812
792	2815
793	2818
794	2822
795	2824
796	2827
797	2829
798	2833
799	2836
800	2839
801	2842
802	2845
803	2848
804	2850
805	2854
806	2858
807	2861
808	2864
809	2867
810	2870
811	2873
812	2875
813	2877
814	2880
815	2883
816	2887
817	2889
818	2892
819	2895
820	2898
821	2901
822	2904
823	2906
824	2909
825	2912
826	2915
827	2917
828	2920
829	2922
830	2925
831	2928
832	2930
833	2933
834	2936
835	2938
836	2941
837	2944
838	2947
839	2950
840	2953
841	2955
842	2958
843	2961
844	2963
845	2966
846	2973
847	2979
848	2982
849	2990
850	2993
851	2998
852	3002
853	3006
854	3011
855	3014
856	3016
857	3019
858	3022
859	3025
860	3028
861	3031
862	3034
863	3037
864	3040
865	3045
866	3048
867	3051
868	3054
869	3057
870	3061
871	3065
872	3068
873	3071
874	3074
875	3077
876	3080
877	3083
878	3087
879	3090
880	3094
881	3096
882	3105
883	3112
884	3115
885	3118
886	3121
887	3124
888	3128
889	3132
890	3135
891	3138
892	3142
893	3145
894	3150
895	3153
896	3155
897	3158
898	3161
899	3164
900	3167
901	3170
902	3174
903	3180
904	3185
905	3190
906	3193
907	3196
908	3199
909	3202
910	3206
911	3209
912	3212
913	3217
914	3220
915	3222
916	3225
917	3227
918	3230
919	3233
920	3236
921	3239
922	3247
923	3254
924	3257
925	3261
926	3263
927	3266
928	3269
929	3272
930	3275
931	3279
932	3282
933	3285
934	3290
935	3296
936	3298
937	3302
938	3305
939	3308
940	3311
941	3316
942	3319
943	3323
944	3326
945	3329
946	3332
947	3335
948	3338
949	3341
950	3346
951	3352
952	3355
953	3358
954	3365
955	3371
956	3374
957	3378
958	3382
959	3386
960	3390
961	3394
962	3397
963	3399
964	3402
965	3405
966	3413
967	3420
968	3423
969	3426
970	3429
971	3432
972	3435
973	3438
974	3441
975	3444
976	3450
977	3457
978	3460
979	3463
980	3466
981	3469
982	3472
983	3475
984	3478
985	3481
986	3485
987	3488
988	3491
989	3496
990	3499
991	3503
992	3506
993	3510
994	3513
995	3516
996	3519
997	3522
998	3525
999	3528
1000	3536
1001	3541
1002	3543
1003	3546
1004	3548
1005	3551
1006	3554
1007	3558
1008	3564
1009	3571
1010	3574
1011	3577
1012	3580
1013	3582
1014	3585
1015	3588
1016	3591
1017	3595
1018	3598
1019	3601
1020	3603
1021	3606
1022	3608
1023	3611
1024	3614
1025	3616
1026	3620
1027	3624
1028	3627
1029	3630
1030	3633
1031	3636
1032	3639
1033	3642
1034	3646
1035	3650
1036	3653
1037	3657
1038	3661
1039	3665
1040	3668
1041	3673
1042	3679
1043	3682
1044	3684
1045	3687
1046	3690
1047	3693
1048	3696
1049	3699
1050	3703
1051	3705
1052	3707
1053	3709
1054	3711
1055	3713
1056	3715
1057	3718
1058	3721
1059	3723
1060	3726
1061	3729
1062	3732
1063	3735
1064	3738
1065	3746
1066	3753
1067	3758
1068	3763
