0	-0.113373
1	-0.370236
2	-0.702866
3	-0.329985
4	-0.0916313
5	-0.385167
6	-0.36123
7	-0.340223
8	0.162717
9	4.16209
10	-0.849899
11	0.742069
12	-0.374198
13	-0.222316
14	-0.642806
15	-0.278629
16	-0.546188
17	-0.537504
18	-0.282949
19	-0.245093
20	-0.14
21	-0.1
22	-0.0738918
23	-0.104014
24	1.88328
25	3.07753
26	-0.482778
27	-0.249748
28	-0.533999
29	0.0413324
30	-0.0280924
31	-0.345688
32	-0.297378
33	-0.293229
34	-0.740792
35	0.160276
36	-0.433655
37	0.00459547
38	-0.408041
39	-0.29508
40	-0.569373
41	-0.914224
42	-0.199297
43	-0.16
44	-0.476454
45	-0.11801
46	1.38425
47	-0.0364726
48	1.94639
49	-0.0651779
50	-0.112501
51	-0.18
52	-0.305984
53	-0.491235
54	-0.581376
55	-0.515318
56	-0.270152
57	-0.270152
58	-1.3383
59	-0.878802
60	1.68057
61	-0.726893
62	0
63	0.0146311
64	3.84457
65	3.10533
66	-0.179929
67	15.0885
68	0
69	3.11683
70	-0.167892
71	-0.0821567
72	-0.0240588
73	-0.368202
74	2.78636
75	-0.314382
76	3.79632
77	-0.575632
78	-0.269989
79	2.68295
80	0
81	-0.518099
82	-0.227154
83	-0.200224
84	-0.0507348
85	-0.232421
86	0.0297271
87	-0.494561
88	5.87574
89	-1.59891
90	-0.0569451
91	-0.541753
92	-0.142987
93	-0.230134
94	-0.42
95	-0.338594
96	-0.0691915
97	-0.242085
98	-0.367061
99	1.7975
100	-0.191792
101	-0.0762812
102	0.105935
103	-0.331582
104	0.0807659
105	-0.635451
106	-0.436142
107	-0.182449
108	-0.194085
109	-0.21954
110	0.342445
111	-0.707933
112	-0.0354671
113	-0.203737
114	-0.311115
115	-1.93376
116	-0.215907
117	-0.619562
